joint1,joint2,joint3,joint4,joint5,joint6,joint7,gripper
-0.2834683810372693,-0.7956704952568396,0.2501610479755286,-2.4781822668663676,-1.4901472403284022,1.7020692651937384,1.8573091800010713,-5.208464339375496e-05
-0.27460526924764045,-0.7737449515131807,0.24634811173112175,-2.468470797584288,-1.494970166996864,1.6961264531029168,1.8683860733004105,-4.903716966509819e-05
-0.2554739670790267,-0.7229683875200512,0.2294031421734782,-2.4422136523191944,-1.5028446553246704,1.68751106135589,1.8888815509917376,-4.8384722322225575e-05
-0.24706711577210744,-0.7141363508706754,0.2332470285056978,-2.441983334138354,-1.4986938113899717,1.6784529998765672,1.888179297862825,-4.8960875719785694e-05
-0.2891408838216318,-0.7982803513670002,0.25061827409012766,-2.4796643315974505,-1.4973620250593909,1.706975812045881,1.8607873455945818,-5.5102501064538956e-05
-0.26112230788579616,-0.749815002013603,0.25540088427423335,-2.469895328699072,-1.4874466346587647,1.6810555382051349,1.8614367344649518,-5.227280780673027e-05
-0.2138095441028049,-0.6689853378689755,0.25367286534318384,-2.4437036474423057,-1.473838771426736,1.6404533493197984,1.8736845381917362,-4.860101267695427e-05
-0.2371156676105977,-0.7267539427870053,0.2781731613906545,-2.478553479637627,-1.4618871024863662,1.6489653874004329,1.843511519999058,-5.1568206399679186e-05
-0.2458509990164835,-0.7350592629471723,0.2589017341850528,-2.4655392623395516,-1.4786126588153476,1.665669674600353,1.8647639658333834,-4.908671602606773e-05
-0.2111761774776324,-0.6914397216293235,0.2854267961331324,-2.4727654110604074,-1.4463554617145666,1.623910712379091,1.839796648429758,-4.08116914331913e-05
-0.2567309677787991,-0.7694208370076092,0.28588329862171336,-2.4952253682690624,-1.4633315240485254,1.6625490155158145,1.8322500996188567,-7.02047161757946e-05
-0.19690645300683962,-0.6792211078568586,0.2955483869181835,-2.474779500991063,-1.4347770908688964,1.6058102965203425,1.8355547313273965,-3.833958879113197e-05
-0.26361160555937135,-0.7786271862124269,0.28076296614477747,-2.49394395164208,-1.4673673911558622,1.6691753237195293,1.8388578736705292,-6.512632593512535e-05
-0.26699926650745925,-0.7761253441442851,0.26691975167346926,-2.482120686325242,-1.4790828870437902,1.6786165720014774,1.8540902707627689,-5.391588434576988e-05
-0.26098585952802866,-0.7685839629950989,0.270146927731825,-2.4826788144561056,-1.4748039115843976,1.672490779314876,1.8502411518841193,-5.8876220136880875e-05
-0.1844025754276103,-0.6580208712588687,0.2992324800425264,-2.471669547235325,-1.4266811800506225,1.591933002581054,1.8353273220215844,-2.954211086034775e-05
-0.24712074886138347,-0.7578992302934336,0.29193824686532877,-2.49518492020779,-1.4552161794767098,1.6494966527687043,1.8322379985249233,-6.630552932620049e-05
-0.2605594313225864,-0.7736624198009237,0.28283252901856487,-2.4929419971310947,-1.4657272897422324,1.6656200145398021,1.8380169078738495,-7.101567462086678e-05
-0.25574689991112015,-0.773562614009357,0.2929437252173779,-2.499701477493245,-1.456325708097945,1.6565597464739379,1.8302236756165724,-8.077794685959816e-05
-0.26587286328298787,-0.790997019643718,0.2880365006027511,-2.500742318482516,-1.4629694119209449,1.6674386689312097,1.833633906252806,-7.871164008975029e-05
-0.22436085218336183,-0.7253157838010796,0.30806134309745564,-2.497379097399894,-1.4369552223863336,1.6218165905710593,1.8214136119811895,-7.165482267737389e-05
-0.2512722027872551,-0.7656095135514249,0.2927966406914428,-2.4973103571292232,-1.4555175890893906,1.652628273605739,1.831545472813826,-7.231360301375389e-05
-0.2510208315405474,-0.7577946465650367,0.2839327873034335,-2.489277482389942,-1.4620211849455675,1.6560609155551518,1.840825453137608,-6.237855181097985e-05
-0.24158079384647752,-0.746474529939073,0.29085234049648434,-2.490954744994311,-1.4541216251367914,1.6450096183535412,1.8353625119297345,-6.43501989543438e-05
-0.24617521736155468,-0.7377003185764641,0.2737909199143356,-2.476161532553201,-1.4685852745119248,1.6566429561406133,1.851779407170956,-6.245141848921776e-05
-0.19976982793440556,-0.6848327334084664,0.30298567191381987,-2.4810196937717244,-1.4332468803962448,1.6026715339354694,1.8336783937435348,-5.1459167152643204e-05
-0.2018658524031819,-0.6721706290891873,0.2779759959140551,-2.458581353770683,-1.4533503154173704,1.6160641618179634,1.860614743475592,-3.838827833533287e-05
-0.21463740785525237,-0.6885260785783021,0.27041754878702523,-2.4580353508724193,-1.4624382276290144,1.631311247738005,1.8642313643832882,-4.946498200297356e-05
-0.21470144251335765,-0.6751111837673129,0.2553205014840641,-2.442782267551485,-1.4752266218245182,1.6382294659870882,1.8812332078881808,-4.450274631381035e-05
-0.2052871920420104,-0.6664689169679413,0.2653373398652348,-2.447371622161447,-1.4644589502171512,1.6256837165285016,1.8724239692444204,-4.917832091450691e-05
-0.20864993256477815,-0.657338769730007,0.24699492032467293,-2.431319161447906,-1.48094199477899,1.6376671185933407,1.890928636288641,-4.752261564135552e-05
-0.18258414282696556,-0.6187832697333582,0.25893312146358477,-2.428240929260281,-1.4643740860132741,1.6092275635441764,1.885055777368285,-4.768470302224159e-05
-0.18953407022489538,-0.61402154521861,0.23345243653490882,-2.4073982361881194,-1.4872268080329394,1.6280958003391328,1.9119099765517982,-4.092315211892128e-05
-0.16775022353858016,-0.5718795706562703,0.23372542068132415,-2.3955281846202414,-1.4825831402162175,1.6096552854321593,1.916902362250326,-4.111936315894127e-05
-0.16120951480599827,-0.5519971053709086,0.21486495275179388,-2.374704276472827,-1.495966717350196,1.6145450574812397,1.9414777675661525,-2.5016628205776216e-05
-0.18087368067776227,-0.56310936132622,0.1911945125293513,-2.3611787172949277,-1.5209656834236978,1.6426561633100485,1.960662100855813,-2.6692915707826614e-05
-0.17169359191302846,-0.5389592591988454,0.1780359415510134,-2.3441290710223637,-1.5297259661157339,1.6422254281264657,1.9784164170294418,-2.2430289536714554e-05
-0.15421998560174444,-0.518629791378914,0.18522913373433705,-2.3426543166430056,-1.5187331731914386,1.6244087128620819,1.9769820121261077,-1.4453493058681488e-05
-0.11956320428383162,-0.47102110159695265,0.19139795885365404,-2.3315458965574143,-1.5044509602029776,1.5930195447754458,1.9822259655134493,-9.71456989645958e-06
-0.13586984847552175,-0.4833406033432577,0.17625204323894164,-2.324759999416413,-1.521905364320196,1.614001572843411,1.9932416479022763,-1.111270859837532e-05
-0.10178919849776431,-0.4264880555105073,0.17254219920434785,-2.3037827040146888,-1.5170657183595468,1.5885388572624313,2.0085066577164468,-1.1637192219495773e-05
-0.13110820529489042,-0.4706652269772278,0.1688835931682701,-2.315290269304466,-1.5267807457171352,1.6138121148484286,2.002600564592639,-1.085938885807991e-05
-0.15548115776401605,-0.5103672888834188,0.16840150560040065,-2.3273123608785875,-1.532582951605697,1.6332420109617596,1.9951615421234874,-1.2067556381225586e-05
-0.14715815104750368,-0.49187542781954763,0.16408892255053065,-2.318871208736578,-1.5349523184170029,1.6294006047872305,2.00227843821766,-1.5948060899972914e-05
-0.14069980612643285,-0.4844447151217304,0.16570356586765148,-2.3178234018624164,-1.5323663316237792,1.624103278576621,2.0016616219147614,-1.8736887723207475e-05
-0.1523234870600424,-0.49481396106286046,0.1593627844046938,-2.3167240550948893,-1.540313021640684,1.6356271649258904,2.005217350409817,-1.5658792108297348e-05
